154 1504083229 790190,000000 -1,000000 -101,000000 0,000000 0,000000
154 1504083230 790190,000000 -1,000000 -101,000000 0,000000 0,000000
154 1504083231 790190,000000 -1,000000 -101,000000 0,000000 0,000000
154 1504083232 790190,000000 -1,000000 -101,000000 0,000000 0,000000
154 1504083233 790190,000000 -1,000000 -101,000000 0,000000 0,000000
154 1504083234 981072,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083235 981072,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083236 981072,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083237 981072,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083238 981072,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083239 1396335,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083240 1396335,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083241 1396335,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083242 1396335,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083243 1396335,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083244 1596898,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083245 1596898,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083246 1596898,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083247 1596898,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083248 1596898,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083249 2223166,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083250 2223166,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083251 2223166,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083252 2223166,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083253 2223166,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083254 2109781,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083255 2109781,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083256 2109781,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083257 2109781,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083258 2109781,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083259 1976963,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083260 1976963,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083261 1976963,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083262 1976963,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083263 1976963,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083264 2123486,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083265 2123486,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083266 2123486,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083267 2123486,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083268 2123486,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083269 2497827,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083270 2497827,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083271 2497827,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083272 2497827,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083273 2497827,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083274 2078317,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083275 2078317,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083276 2078317,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083277 2078317,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083278 2078317,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083279 2320112,000000 -1,000000 -101,000000 0,000000 0,000000
154 1504083280 2320112,000000 -1,000000 -101,000000 0,000000 0,000000
154 1504083281 2320112,000000 -1,000000 -101,000000 0,000000 0,000000
154 1504083282 2320112,000000 -1,000000 -101,000000 0,000000 0,000000
154 1504083283 2320112,000000 -1,000000 -101,000000 0,000000 0,000000
154 1504083284 1886641,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083285 1886641,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083286 1886641,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083287 1886641,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083288 1886641,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083289 2346533,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083290 2346533,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083291 2346533,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083292 2346533,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083293 2346533,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083294 2582588,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083295 2582588,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083296 2582588,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083297 2582588,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083298 2582588,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083299 2261044,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083300 2261044,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083301 2261044,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083302 2261044,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083303 2261044,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083304 2286845,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083305 2286845,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083306 2286845,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083307 2286845,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083308 2286845,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083309 2752374,000000 -1,000000 -101,000000 0,000000 0,000000
154 1504083310 2752374,000000 -1,000000 -101,000000 0,000000 0,000000
154 1504083311 2752374,000000 -1,000000 -101,000000 0,000000 0,000000
154 1504083312 2752374,000000 -1,000000 -101,000000 0,000000 0,000000
154 1504083313 2752374,000000 -1,000000 -101,000000 0,000000 0,000000
154 1504083314 2217296,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083315 2217296,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083316 2217296,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083317 2217296,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083318 2217296,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083319 1786741,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083320 1786741,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083321 1786741,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083322 1786741,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083323 1786741,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083324 2388374,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083325 2388374,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083326 2388374,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083327 2388374,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083328 2388374,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083329 578660,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083330 578660,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083331 578660,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083332 578660,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083333 578660,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083334 1542864,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083335 1542864,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083336 1542864,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083337 1542864,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083338 1542864,600000 -1,000000 -101,000000 0,000000 0,000000
154 1504083339 1477868,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083340 1477868,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083341 1477868,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083342 1477868,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083343 1477868,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083344 2438375,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083345 2438375,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083346 2438375,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083347 2438375,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083348 2438375,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083349 2460725,000000 -1,000000 -101,000000 0,000000 0,000000
154 1504083350 2460725,000000 -1,000000 -101,000000 0,000000 0,000000
154 1504083351 2460725,000000 -1,000000 -101,000000 0,000000 0,000000
154 1504083352 2460725,000000 -1,000000 -101,000000 0,000000 0,000000
154 1504083353 2460725,000000 -1,000000 -101,000000 0,000000 0,000000
154 1504083354 2666886,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083355 2666886,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083356 2666886,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083357 2666886,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083358 2666886,400000 -1,000000 -101,000000 0,000000 0,000000
154 1504083359 2473380,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083360 2473380,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083361 2473380,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083362 2473380,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083363 2473380,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083364 2271244,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083365 2271244,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083366 2271244,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083367 2271244,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083368 2271244,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083369 2697334,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083370 2697334,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083371 2697334,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083372 2697334,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083373 2697334,800000 -1,000000 -101,000000 0,000000 0,000000
154 1504083374 2030923,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083375 2030923,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083376 2030923,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083377 2030923,200000 -1,000000 -101,000000 0,000000 0,000000
154 1504083378 2030923,200000 -1,000000 -101,000000 0,000000 0,000000
