141 1504083224 4,800000 -1,000000 -101,000000 0,000000 0,000000
141 1504083225 4,800000 -1,000000 -101,000000 0,000000 0,000000
142 1504083224 3,600000 -1,000000 -101,000000 0,000000 0,000000
142 1504083225 3,600000 -1,000000 -101,000000 0,000000 0,000000
141 1504083226 4,800000 -1,000000 -101,000000 0,000000 0,000000
141 1504083227 4,800000 -1,000000 -101,000000 0,000000 0,000000
141 1504083228 4,800000 -1,000000 -101,000000 0,000000 0,000000
141 1504083229 4,800000 -1,000000 -101,000000 0,000000 0,000000
141 1504083230 4,800000 -1,000000 -101,000000 0,000000 0,000000
142 1504083226 3,600000 -1,000000 -101,000000 0,000000 0,000000
142 1504083227 3,600000 -1,000000 -101,000000 0,000000 0,000000
142 1504083228 3,600000 -1,000000 -101,000000 0,000000 0,000000
142 1504083229 4,800000 -1,000000 -101,000000 0,000000 0,000000
142 1504083230 4,800000 -1,000000 -101,000000 0,000000 0,000000
141 1504083231 4,800000 -1,000000 -101,000000 0,000000 0,000000
141 1504083232 4,800000 -1,000000 -101,000000 0,000000 0,000000
141 1504083233 4,800000 -1,000000 -101,000000 0,000000 0,000000
141 1504083234 7,200000 -1,000000 -101,000000 0,000000 0,000000
141 1504083235 7,200000 -1,000000 -101,000000 0,000000 0,000000
142 1504083231 4,800000 -1,000000 -101,000000 0,000000 0,000000
142 1504083232 4,800000 -1,000000 -101,000000 0,000000 0,000000
142 1504083233 4,800000 -1,000000 -101,000000 0,000000 0,000000
142 1504083234 6,000000 -1,000000 -101,000000 0,000000 0,000000
142 1504083235 6,000000 -1,000000 -101,000000 0,000000 0,000000
141 1504083236 7,200000 -1,000000 -101,000000 0,000000 0,000000
141 1504083237 7,200000 -1,000000 -101,000000 0,000000 0,000000
141 1504083238 7,200000 -1,000000 -101,000000 0,000000 0,000000
141 1504083239 9,600000 -1,000000 -101,000000 0,000000 0,000000
141 1504083240 9,600000 -1,000000 -101,000000 0,000000 0,000000
142 1504083236 6,000000 -1,000000 -101,000000 0,000000 0,000000
