179 1504083554 0,400000 -1,000000 -101,000000 0,000000 0,000000
179 1504083555 0,400000 -1,000000 -101,000000 0,000000 0,000000
179 1504083556 0,400000 -1,000000 -101,000000 0,000000 0,000000
179 1504083557 0,400000 -1,000000 -101,000000 0,000000 0,000000
179 1504083558 0,400000 -1,000000 -101,000000 0,000000 0,000000
179 1504083569 0,400000 -1,000000 -101,000000 0,000000 0,000000
179 1504083570 0,400000 -1,000000 -101,000000 0,000000 0,000000
179 1504083571 0,400000 -1,000000 -101,000000 0,000000 0,000000
179 1504083572 0,400000 -1,000000 -101,000000 0,000000 0,000000
179 1504083573 0,400000 -1,000000 -101,000000 0,000000 0,000000
179 1504083574 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083575 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083576 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083577 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083578 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083624 0,400000 -1,000000 -101,000000 0,000000 0,000000
179 1504083625 0,400000 -1,000000 -101,000000 0,000000 0,000000
179 1504083626 0,400000 -1,000000 -101,000000 0,000000 0,000000
179 1504083627 0,400000 -1,000000 -101,000000 0,000000 0,000000
179 1504083628 0,400000 -1,000000 -101,000000 0,000000 0,000000
179 1504083669 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083670 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083671 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083672 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083673 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083674 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083675 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083676 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083677 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083678 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083699 1,600000 -1,000000 -101,000000 0,000000 0,000000
179 1504083700 1,600000 -1,000000 -101,000000 0,000000 0,000000
179 1504083701 1,600000 -1,000000 -101,000000 0,000000 0,000000
179 1504083702 1,600000 -1,000000 -101,000000 0,000000 0,000000
179 1504083703 1,600000 -1,000000 -101,000000 0,000000 0,000000
179 1504083803 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504083802 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504083801 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504083800 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504083799 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504083798 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504083797 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504083796 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504083795 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504083794 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504083758 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504083757 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504083756 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504083755 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504083754 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504083754 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083755 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083756 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083757 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083758 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083794 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083795 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083796 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083797 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083798 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083799 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083800 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083801 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083802 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083803 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083909 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083910 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083911 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083912 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504083913 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504084069 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504084070 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504084071 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504084072 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504084073 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504084104 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504084105 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504084106 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504084107 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504084108 0,200000 -1,000000 -101,000000 0,000000 0,000000
179 1504084189 0,400000 -1,000000 -101,000000 0,000000 0,000000
179 1504084190 0,400000 -1,000000 -101,000000 0,000000 0,000000
179 1504084191 0,400000 -1,000000 -101,000000 0,000000 0,000000
179 1504084192 0,400000 -1,000000 -101,000000 0,000000 0,000000
179 1504084193 0,400000 -1,000000 -101,000000 0,000000 0,000000
179 1504084283 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504084282 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504084281 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504084280 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504084279 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504084278 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504084277 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504084276 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504084275 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504084274 0,200000 -1,000000 0,200000 0,200000 0,000000
179 1504084253 0,800000 -1,000000 0,800000 0,800000 0,000000
