offline_datapoint_0 1504083489 7560,000
offline_datapoint_1 1504083487 100,000
offline_datapoint_2 1504083487 0,100
offline_datapoint_0 1504083492 7572,000
offline_datapoint_1 1504083490 100,000
offline_datapoint_2 1504083490 0,065
offline_datapoint_0 1504083495 7564,000
offline_datapoint_1 1504083493 100,000
offline_datapoint_2 1504083493 0,070
offline_datapoint_0 1504083498 7566,000
offline_datapoint_1 1504083496 100,000
offline_datapoint_2 1504083496 0,053
offline_datapoint_0 1504083501 7564,000
offline_datapoint_1 1504083499 100,000
offline_datapoint_2 1504083499 0,090
offline_datapoint_0 1504083504 7559,000
offline_datapoint_1 1504083502 100,000
offline_datapoint_2 1504083502 0,044
offline_datapoint_0 1504083507 7562,000
offline_datapoint_1 1504083505 100,000
offline_datapoint_2 1504083505 0,073
offline_datapoint_0 1504083510 7558,000
offline_datapoint_1 1504083508 100,000
offline_datapoint_2 1504083508 0,065
offline_datapoint_0 1504083513 7552,000
offline_datapoint_1 1504083511 100,000
offline_datapoint_2 1504083511 0,061
offline_datapoint_0 1504083516 7554,000
offline_datapoint_1 1504083514 100,000
offline_datapoint_2 1504083514 0,058
offline_datapoint_0 1504083519 7558,000
offline_datapoint_1 1504083517 100,000
offline_datapoint_2 1504083517 0,080
offline_datapoint_0 1504083522 7537,000
offline_datapoint_1 1504083520 100,000
offline_datapoint_2 1504083520 0,061
offline_datapoint_0 1504083525 7563,000
offline_datapoint_1 1504083523 100,000
offline_datapoint_2 1504083523 0,070
offline_datapoint_0 1504083528 7557,000
offline_datapoint_1 1504083526 100,000
offline_datapoint_2 1504083526 0,068
offline_datapoint_0 1504083531 7551,000
offline_datapoint_1 1504083529 100,000
offline_datapoint_2 1504083529 0,058
offline_datapoint_0 1504083534 7549,000
offline_datapoint_1 1504083532 100,000
offline_datapoint_2 1504083532 0,078
offline_datapoint_0 1504083537 7566,000
offline_datapoint_1 1504083535 100,000
offline_datapoint_2 1504083535 0,050
offline_datapoint_0 1504083540 7553,000
offline_datapoint_1 1504083538 100,000
offline_datapoint_2 1504083538 0,085
offline_datapoint_0 1504083543 7563,000
offline_datapoint_1 1504083541 100,000
offline_datapoint_2 1504083541 0,057
offline_datapoint_0 1504083546 7555,000
offline_datapoint_1 1504083544 100,000
offline_datapoint_2 1504083544 0,058
offline_datapoint_0 1504083549 7546,000
offline_datapoint_1 1504083547 100,000
offline_datapoint_2 1504083547 0,063
offline_datapoint_0 1504083552 7560,000
offline_datapoint_1 1504083550 100,000
offline_datapoint_2 1504083550 0,065
offline_datapoint_0 1504083556 7553,000
offline_datapoint_1 1504083554 100,000
offline_datapoint_2 1504083554 0,080
offline_datapoint_0 1504083559 7555,000
offline_datapoint_1 1504083557 100,000
offline_datapoint_2 1504083557 0,063
offline_datapoint_0 1504083562 7549,000
offline_datapoint_1 1504083560 100,000
offline_datapoint_2 1504083560 0,048
offline_datapoint_0 1504083565 7553,000
offline_datapoint_1 1504083563 100,000
offline_datapoint_2 1504083563 0,063
offline_datapoint_0 1504083568 7558,000
offline_datapoint_1 1504083566 100,000
offline_datapoint_2 1504083566 0,058
offline_datapoint_0 1504083571 7558,000
offline_datapoint_1 1504083569 100,000
offline_datapoint_2 1504083569 0,073
offline_datapoint_0 1504083574 7558,000
offline_datapoint_1 1504083572 100,000
offline_datapoint_2 1504083572 0,095
offline_datapoint_0 1504083577 7558,000
offline_datapoint_1 1504083575 100,000
offline_datapoint_2 1504083575 0,086
offline_datapoint_0 1504083580 7545,000
offline_datapoint_1 1504083578 100,000
offline_datapoint_2 1504083578 0,055
offline_datapoint_0 1504083583 7554,000
offline_datapoint_1 1504083581 100,000
offline_datapoint_2 1504083581 0,055
offline_datapoint_0 1504083586 7542,000
offline_datapoint_1 1504083584 100,000
offline_datapoint_2 1504083584 0,075
offline_datapoint_0 1504083589 7549,000
offline_datapoint_1 1504083587 100,000
offline_datapoint_2 1504083587 0,113
offline_datapoint_0 1504083592 7543,000
offline_datapoint_1 1504083590 100,000
offline_datapoint_2 1504083590 0,040
offline_datapoint_0 1504083595 7545,000
offline_datapoint_1 1504083593 100,000
offline_datapoint_2 1504083593 0,060
offline_datapoint_0 1504083598 7537,000
offline_datapoint_1 1504083596 100,000
offline_datapoint_2 1504083596 0,058
offline_datapoint_0 1504083601 7545,000
offline_datapoint_1 1504083599 100,000
offline_datapoint_2 1504083599 0,075
offline_datapoint_0 1504083604 7532,000
offline_datapoint_1 1504083602 100,000
offline_datapoint_2 1504083602 0,045
offline_datapoint_0 1504083607 7546,000
offline_datapoint_1 1504083605 100,000
offline_datapoint_2 1504083605 0,065
offline_datapoint_0 1504083610 7559,000
offline_datapoint_1 1504083608 100,000
offline_datapoint_2 1504083608 0,041
offline_datapoint_0 1504083613 7564,000
offline_datapoint_1 1504083611 100,000
offline_datapoint_2 1504083611 0,061
offline_datapoint_0 1504083616 7568,000
offline_datapoint_1 1504083614 100,000
offline_datapoint_2 1504083614 0,045
offline_datapoint_0 1504083619 7558,000
offline_datapoint_1 1504083617 100,000
offline_datapoint_2 1504083617 0,083
offline_datapoint_0 1504083622 7566,000
offline_datapoint_1 1504083620 100,000
offline_datapoint_2 1504083620 0,058
offline_datapoint_0 1504083625 7564,000
offline_datapoint_1 1504083623 100,000
offline_datapoint_2 1504083623 0,068
offline_datapoint_0 1504083628 7561,000
offline_datapoint_1 1504083626 100,000
offline_datapoint_2 1504083626 0,050
offline_datapoint_0 1504083631 7558,000
offline_datapoint_1 1504083629 100,000
offline_datapoint_2 1504083629 0,106
offline_datapoint_0 1504083634 7566,000
offline_datapoint_1 1504083632 100,000
offline_datapoint_2 1504083632 0,038
offline_datapoint_0 1504083637 7557,000
offline_datapoint_1 1504083635 100,000
offline_datapoint_2 1504083635 0,066
offline_datapoint_0 1504083640 7560,000
offline_datapoint_1 1504083638 100,000
offline_datapoint_2 1504083638 0,043
offline_datapoint_0 1504083643 7551,000
offline_datapoint_1 1504083641 100,000
offline_datapoint_2 1504083641 0,068
offline_datapoint_0 1504083646 7560,000
offline_datapoint_1 1504083644 100,000
offline_datapoint_2 1504083644 0,045
offline_datapoint_0 1504083649 7563,000
offline_datapoint_1 1504083647 100,000
offline_datapoint_2 1504083647 0,127
offline_datapoint_0 1504083652 7563,000
offline_datapoint_1 1504083650 100,000
offline_datapoint_2 1504083650 0,060
offline_datapoint_0 1504083655 7551,000
offline_datapoint_1 1504083653 100,000
offline_datapoint_2 1504083653 0,073
offline_datapoint_0 1504083658 7547,000
offline_datapoint_1 1504083656 100,000
offline_datapoint_2 1504083656 0,068
offline_datapoint_0 1504083661 7552,000
offline_datapoint_1 1504083659 100,000
offline_datapoint_2 1504083659 0,081
offline_datapoint_0 1504083664 7558,000
offline_datapoint_1 1504083662 100,000
offline_datapoint_2 1504083662 0,037
offline_datapoint_0 1504083667 7557,000
offline_datapoint_1 1504083665 100,000
offline_datapoint_2 1504083665 0,082
offline_datapoint_0 1504083670 7548,000
offline_datapoint_1 1504083668 100,000
offline_datapoint_2 1504083668 0,042
offline_datapoint_0 1504083673 7554,000
offline_datapoint_1 1504083671 100,000
offline_datapoint_2 1504083671 0,061
offline_datapoint_0 1504083676 7559,000
offline_datapoint_1 1504083674 100,000
offline_datapoint_2 1504083674 0,047
offline_datapoint_0 1504083679 7553,000
offline_datapoint_1 1504083677 100,000
offline_datapoint_2 1504083677 0,065
offline_datapoint_0 1504083682 7551,000
offline_datapoint_1 1504083680 100,000
offline_datapoint_2 1504083680 0,049
offline_datapoint_0 1504083685 7559,000
offline_datapoint_1 1504083683 100,000
offline_datapoint_2 1504083683 0,079
offline_datapoint_0 1504083688 7550,000
offline_datapoint_1 1504083686 100,000
offline_datapoint_2 1504083686 0,063
offline_datapoint_0 1504083691 7546,000
offline_datapoint_1 1504083689 100,000
offline_datapoint_2 1504083689 0,114
offline_datapoint_0 1504083694 7563,000
offline_datapoint_1 1504083692 100,000
offline_datapoint_2 1504083692 0,047
offline_datapoint_0 1504083697 7561,000
offline_datapoint_1 1504083695 100,000
offline_datapoint_2 1504083695 0,066
offline_datapoint_0 1504083700 7548,000
offline_datapoint_1 1504083698 100,000
offline_datapoint_2 1504083698 0,035
offline_datapoint_0 1504083703 7555,000
offline_datapoint_1 1504083701 100,000
offline_datapoint_2 1504083701 0,058
offline_datapoint_0 1504083706 7532,000
offline_datapoint_1 1504083704 100,000
offline_datapoint_2 1504083704 0,046
offline_datapoint_0 1504083709 7537,000
offline_datapoint_1 1504083707 100,000
offline_datapoint_2 1504083707 0,081
offline_datapoint_0 1504083712 7550,000
offline_datapoint_1 1504083710 100,000
offline_datapoint_2 1504083710 0,071
offline_datapoint_0 1504083715 7534,000
offline_datapoint_1 1504083713 100,000
offline_datapoint_2 1504083713 0,071
offline_datapoint_0 1504083718 7549,000
offline_datapoint_1 1504083716 100,000
offline_datapoint_2 1504083716 0,069
offline_datapoint_0 1504083721 7545,000
offline_datapoint_1 1504083719 100,000
offline_datapoint_2 1504083719 0,090
offline_datapoint_0 1504083724 7527,000
offline_datapoint_1 1504083722 100,000
offline_datapoint_2 1504083722 0,056
offline_datapoint_0 1504083727 7533,000
offline_datapoint_1 1504083725 100,000
offline_datapoint_2 1504083725 0,041
offline_datapoint_0 1504083730 7534,000
offline_datapoint_1 1504083728 100,000
offline_datapoint_2 1504083728 0,073
offline_datapoint_0 1504083733 7530,000
offline_datapoint_1 1504083731 100,000
offline_datapoint_2 1504083731 0,054
offline_datapoint_0 1504083736 7532,000
offline_datapoint_1 1504083734 100,000
offline_datapoint_2 1504083734 0,058
offline_datapoint_0 1504083739 7540,000
offline_datapoint_1 1504083737 100,000
offline_datapoint_2 1504083737 0,048
offline_datapoint_0 1504083742 7524,000
offline_datapoint_1 1504083740 100,000
offline_datapoint_2 1504083740 0,068
offline_datapoint_0 1504083745 7532,000
offline_datapoint_1 1504083743 100,000
offline_datapoint_2 1504083743 0,060
offline_datapoint_0 1504083748 7532,000
offline_datapoint_1 1504083746 100,000
offline_datapoint_2 1504083746 0,099
offline_datapoint_0 1504083751 7535,000
offline_datapoint_1 1504083749 100,000
offline_datapoint_2 1504083749 0,073
offline_datapoint_0 1504083754 7542,000
offline_datapoint_1 1504083752 100,000
offline_datapoint_2 1504083752 0,060
offline_datapoint_0 1504083757 7511,000
offline_datapoint_1 1504083755 100,000
offline_datapoint_2 1504083755 0,051
offline_datapoint_0 1504083760 7540,000
offline_datapoint_1 1504083758 100,000
offline_datapoint_2 1504083758 0,055
offline_datapoint_0 1504083764 7525,000
offline_datapoint_1 1504083762 100,000
offline_datapoint_2 1504083762 0,045
offline_datapoint_0 1504083767 7532,000
offline_datapoint_1 1504083765 100,000
offline_datapoint_2 1504083765 0,067
offline_datapoint_0 1504083770 7523,000
offline_datapoint_1 1504083768 100,000
offline_datapoint_2 1504083768 0,078
offline_datapoint_0 1504083773 7515,000
offline_datapoint_1 1504083771 100,000
offline_datapoint_2 1504083771 0,066
offline_datapoint_0 1504083776 7519,000
offline_datapoint_1 1504083774 100,000
offline_datapoint_2 1504083774 0,060
offline_datapoint_0 1504083779 7501,000
offline_datapoint_1 1504083777 100,000
offline_datapoint_2 1504083777 0,073
offline_datapoint_0 1504083782 7533,000
offline_datapoint_1 1504083780 100,000
offline_datapoint_2 1504083780 0,128
offline_datapoint_0 1504083785 7529,000
offline_datapoint_1 1504083783 100,000
offline_datapoint_2 1504083783 0,058
offline_datapoint_0 1504083788 7515,000
offline_datapoint_1 1504083786 100,000
offline_datapoint_2 1504083786 0,048
offline_datapoint_0 1504083791 7535,000
offline_datapoint_1 1504083789 100,000
offline_datapoint_2 1504083789 0,073
offline_datapoint_0 1504083794 7513,000
offline_datapoint_1 1504083792 100,000
offline_datapoint_2 1504083792 0,033
offline_datapoint_0 1504083797 7511,000
offline_datapoint_1 1504083795 100,000
offline_datapoint_2 1504083795 0,070
offline_datapoint_0 1504083800 7523,000
offline_datapoint_1 1504083798 100,000
offline_datapoint_2 1504083798 0,035
offline_datapoint_0 1504083803 7530,000
offline_datapoint_1 1504083801 100,000
offline_datapoint_2 1504083801 0,080
offline_datapoint_0 1504083806 7523,000
offline_datapoint_1 1504083804 100,000
offline_datapoint_2 1504083804 0,033
offline_datapoint_0 1504083809 7531,000
offline_datapoint_1 1504083807 100,000
offline_datapoint_2 1504083807 0,070
offline_datapoint_0 1504083812 7525,000
offline_datapoint_1 1504083810 100,000
offline_datapoint_2 1504083810 0,124
offline_datapoint_0 1504083815 7525,000
offline_datapoint_1 1504083813 100,000
offline_datapoint_2 1504083813 0,073
offline_datapoint_0 1504083818 7519,000
offline_datapoint_1 1504083816 100,000
offline_datapoint_2 1504083816 0,058
offline_datapoint_0 1504083821 7522,000
offline_datapoint_1 1504083819 100,000
offline_datapoint_2 1504083819 0,078
offline_datapoint_0 1504083824 7527,000
offline_datapoint_1 1504083822 100,000
offline_datapoint_2 1504083822 0,035
offline_datapoint_0 1504083827 7517,000
offline_datapoint_1 1504083825 100,000
offline_datapoint_2 1504083825 0,086
offline_datapoint_0 1504083830 7524,000
offline_datapoint_1 1504083828 100,000
offline_datapoint_2 1504083828 0,047
offline_datapoint_0 1504083833 7513,000
offline_datapoint_1 1504083831 100,000
offline_datapoint_2 1504083831 0,062
offline_datapoint_0 1504083836 7525,000
offline_datapoint_1 1504083834 100,000
offline_datapoint_2 1504083834 0,050
offline_datapoint_0 1504083839 7520,000
offline_datapoint_1 1504083837 100,000
offline_datapoint_2 1504083837 0,056
offline_datapoint_0 1504083842 7522,000
offline_datapoint_1 1504083840 100,000
offline_datapoint_2 1504083840 0,070
offline_datapoint_0 1504083845 7516,000
offline_datapoint_1 1504083843 100,000
offline_datapoint_2 1504083843 0,083
offline_datapoint_0 1504083848 7524,000
offline_datapoint_1 1504083846 100,000
offline_datapoint_2 1504083846 0,037
offline_datapoint_0 1504083851 7517,000
offline_datapoint_1 1504083849 100,000
offline_datapoint_2 1504083849 0,069
offline_datapoint_0 1504083854 7524,000
offline_datapoint_1 1504083852 100,000
offline_datapoint_2 1504083852 0,038
offline_datapoint_0 1504083857 7507,000
offline_datapoint_1 1504083855 100,000
offline_datapoint_2 1504083855 0,095
offline_datapoint_0 1504083860 7513,000
offline_datapoint_1 1504083858 100,000
offline_datapoint_2 1504083858 0,037
offline_datapoint_0 1504083863 7506,000
offline_datapoint_1 1504083861 100,000
offline_datapoint_2 1504083861 0,073
offline_datapoint_0 1504083866 7496,000
offline_datapoint_1 1504083864 100,000
offline_datapoint_2 1504083864 0,035
offline_datapoint_0 1504083869 7502,000
offline_datapoint_1 1504083867 100,000
offline_datapoint_2 1504083867 0,068
offline_datapoint_0 1504083872 7502,000
offline_datapoint_1 1504083870 100,000
offline_datapoint_2 1504083870 0,066
offline_datapoint_0 1504083875 7519,000
offline_datapoint_1 1504083873 100,000
offline_datapoint_2 1504083873 0,101
offline_datapoint_0 1504083878 7502,000
offline_datapoint_1 1504083876 100,000
offline_datapoint_2 1504083876 0,029
offline_datapoint_0 1504083881 7513,000
offline_datapoint_1 1504083879 100,000
offline_datapoint_2 1504083879 0,074
offline_datapoint_0 1504083884 7513,000
offline_datapoint_1 1504083882 100,000
offline_datapoint_2 1504083882 0,027
offline_datapoint_0 1504083887 7514,000
offline_datapoint_1 1504083885 100,000
offline_datapoint_2 1504083885 0,101
offline_datapoint_0 1504083890 7513,000
offline_datapoint_1 1504083888 100,000
offline_datapoint_2 1504083888 0,047
offline_datapoint_0 1504083893 7506,000
offline_datapoint_1 1504083891 100,000
offline_datapoint_2 1504083891 0,066
offline_datapoint_0 1504083896 7505,000
offline_datapoint_1 1504083894 100,000
offline_datapoint_2 1504083894 0,037
offline_datapoint_0 1504083899 7498,000
offline_datapoint_1 1504083897 100,000
offline_datapoint_2 1504083897 0,071
offline_datapoint_0 1504083902 7500,000
offline_datapoint_1 1504083900 100,000
offline_datapoint_2 1504083900 0,073
offline_datapoint_0 1504083905 7505,000
offline_datapoint_1 1504083903 100,000
offline_datapoint_2 1504083903 0,067
offline_datapoint_0 1504083908 7504,000
offline_datapoint_1 1504083906 100,000
offline_datapoint_2 1504083906 0,086
offline_datapoint_0 1504083911 7501,000
offline_datapoint_1 1504083909 100,000
offline_datapoint_2 1504083909 0,055
offline_datapoint_0 1504083914 7498,000
offline_datapoint_1 1504083912 100,000
offline_datapoint_2 1504083912 0,050
offline_datapoint_0 1504083917 7507,000
offline_datapoint_1 1504083915 100,000
offline_datapoint_2 1504083915 0,041
offline_datapoint_0 1504083920 7497,000
offline_datapoint_1 1504083918 100,000
offline_datapoint_2 1504083918 0,067
offline_datapoint_0 1504083923 7497,000
offline_datapoint_1 1504083921 100,000
offline_datapoint_2 1504083921 0,048
offline_datapoint_0 1504083926 7512,000
offline_datapoint_1 1504083924 100,000
offline_datapoint_2 1504083924 0,055
offline_datapoint_0 1504083929 7477,000
offline_datapoint_1 1504083927 100,000
offline_datapoint_2 1504083927 0,038
offline_datapoint_0 1504083932 7501,000
offline_datapoint_1 1504083930 100,000
offline_datapoint_2 1504083930 0,083
offline_datapoint_0 1504083935 7486,000
offline_datapoint_1 1504083933 100,000
offline_datapoint_2 1504083933 0,075
offline_datapoint_0 1504083938 7506,000
offline_datapoint_1 1504083936 100,000
offline_datapoint_2 1504083936 0,056
offline_datapoint_0 1504083941 7497,000
offline_datapoint_1 1504083939 100,000
offline_datapoint_2 1504083939 0,078
offline_datapoint_0 1504083944 7495,000
offline_datapoint_1 1504083942 100,000
offline_datapoint_2 1504083942 0,053
offline_datapoint_0 1504083947 7503,000
offline_datapoint_1 1504083945 100,000
offline_datapoint_2 1504083945 0,043
offline_datapoint_0 1504083951 7508,000
